set_no,name,price_store,price_new,price_used,rating_value,rating_votes,theme_group,theme,subtheme,main_tag,year,volume,weight,piece_cnt,minifig_cnt
8688-1,Toa Gali,12.99,37,11,4,6,Constraction,Bionicle,Mistika,,2008,2350.6,0.25,60,0
8689-1,Toa Tahu,12.99,30,11,4.5,13,Constraction,Bionicle,Mistika,,2008,2350.6,0.26,73,0
8690-1,Toa Onua,12.99,23,12,4.1,8,Constraction,Bionicle,Mistika,,2008,2350.6,0.25,62,0
8691-1,Antroz,12.99,39,14,4.5,11,Constraction,Bionicle,Phantoka,,2008,2672.6,0.27,53,0
8692-1,Vamprah,12.99,50,12,4.8,8,Constraction,Bionicle,Phantoka,,2008,2672.6,0.24,49,0
8693-1,Chirox,12.99,50,11,4.5,10,Constraction,Bionicle,Phantoka,,2008,2672.6,0.26,49,0
8694-1,Krika,12.99,38,13,3.9,14,Constraction,Bionicle,Mistika,,2008,2350.6,0.24,40,0
8695-1,Gorast,12.99,30,8,3.9,7,Constraction,Bionicle,Mistika,,2008,2350.6,0.24,51,0
8696-1,Bitil,12.99,31,10,4.2,6,Constraction,Bionicle,Mistika,,2008,2350.6,0.25,54,0
8697-1,Toa Ignika,19.99,67,32,4.6,9,Constraction,Bionicle,Warriors,,2008,4976.64,0.43,140,0
8698-1,Vultraz,19.99,26,16,3.8,4,Constraction,Bionicle,Warriors,,2008,4147.2,0.36,133,0
8699-1,Takanuva,29.99,86,45,4.8,8,Constraction,Bionicle,Warriors,,2008,7962.624,0.62,267,0
8881-1,Battery Box,6.99,8,4,2.5,2,Technical,Power Functions,Accessories,,2008,,0.06,1,0
8882-1,XL-Motor,9.99,13,15,5,1,Technical,Power Functions,Accessories,,2008,,0.07,1,0
8883-1,M-Motor,7.49,10,9,4,1,Technical,Power Functions,Accessories,,2008,,0.04,1,0
8884-1,IR Receiver,14.99,18,15,5,1,Technical,Power Functions,Accessories,,2008,,0.02,1,0
8885-1,IR Remote Control,9.49,13,11,4,1,Technical,Power Functions,Accessories,,2008,,0.05,1,0
8886-1,Extension Cable (20cm),2.99,5,4,4,2,Technical,Power Functions,Accessories,,2008,,0.01,1,0
8941-1,Rockoh T3,39.99,85,43,4.5,4,Constraction,Bionicle,Battle Vehicles,,2008,8957.952,0.93,390,0
8942-1,Jetrax T6,49.99,92,60,5,2,Constraction,Bionicle,Battle Vehicles,,2008,,,422,0
8942-2,Jetrax T6,49.99,99,66,4.5,4,Constraction,Bionicle,Battle Vehicles,,2008,13271.04,1.12,422,0
8943-1,Axalara T9,79.99,133,69,4.8,6,Constraction,Bionicle,Battle Vehicles,,2008,21233.664,1.53,693,0
8944-1,Tanma,6.99,21,5,4.5,13,Constraction,Bionicle,Matoran,,2008,1242,0.12,14,0
8945-1,Solek,6.99,15,4,4.3,7,Constraction,Bionicle,Matoran,,2008,1242,0.12,14,0
8946-1,Photok,6.99,23,4,4,6,Constraction,Bionicle,Matoran,,2008,1242,0.11,14,0
8947-1,Radiak,6.99,23,4,4.1,8,Constraction,Bionicle,Matoran,,2008,1242,0.11,16,0
8948-1,Gavla,6.99,14,5,4.3,7,Constraction,Bionicle,Matoran,,2008,1242,0.11,14,0
8949-1,Kirop,6.99,19,4,4.1,8,Constraction,Bionicle,Matoran,,2008,1242,0.11,14,0
8952-1,Mutran and Vican,14.99,56,33,4.5,8,Constraction,Bionicle,Warriors,,2008,,,90,0
8953-1,Makuta Icarax,19.99,150,62,4.6,7,Constraction,Bionicle,Warriors,,2008,,,159,0
8954-1,Mazeka,29.99,89,49,4.4,7,Constraction,Bionicle,Vehicles/Creatures,,2008,,,301,0
10184-1,Town Plan,149.99,339,210,4.9,17,Model making,Creator Expert,,,2008,,,1981,8
10185-1,Green Grocer,149.99,862,721,4.9,28,Model making,Creator Expert,Modular Buildings,,2008,,,2352,4
10186-1,General Grievous,89.99,241,149,4.8,8,Licensed,Star Wars,Ultimate Collector Series,,2008,,,1085,0
10187-1,Volkswagen Beetle,119.99,270,250,4.6,9,Model making,Creator Expert,Vehicles,,2008,,,1626,0
10188-1,Death Star,399.99,374,298,4.9,27,Licensed,Star Wars,Ultimate Collector Series,,2008,51950.976,8.31,3803,24
10189-1,Taj Mahal,299.99,400,559,5,9,Model making,Creator Expert,Buildings,,2008,,,5922,0
19710-1,Sears Tower,,400,,,,Model making,Architecture,Brickstructures,,2008,,,68,0
19720-1,John Hancock Center,,150,,,,Model making,Architecture,Brickstructures,,2008,,,69,0
20001-1,LEGO Batbot,,9,10,2.7,3,Model making,Creator,,,2008,,,103,0
20002-1,4x4 Fire Truck,,50,7,4.7,6,Modern day,City,Fire,,2008,,,56,1
20003-1,BrickMaster - Creator,,15,11,3.5,4,Model making,Creator,,,2008,,,102,0
20004-1,BrickMaster - Indiana Jones,,70,20,4.4,12,Licensed,Indiana Jones,Kingdom of the Crystal Skull,,2008,,,83,1
20005-1,BrickMaster - Bionicle,,9,9,4.3,8,Constraction,Bionicle,,,2008,,,38,0
20006-1,Clone Turbo Tank,,64,20,4.3,4,Licensed,Star Wars,The Clone Wars,,2008,,,64,0
21000-1,Sears Tower,19.99,200,57,3.3,3,Model making,Architecture,Landmark Series,,2008,,,69,0
21001-1,John Hancock Center,19.99,230,73,2.7,3,Model making,Architecture,Landmark Series,,2008,,,69,0
3833-1,Krusty Krab Adventures,24.99,72,21,3.3,10,Licensed,SpongeBob SquarePants,,,2009,4728.576,0.39,209,3
3834-1,Good Neighbours at Bikini Bottom,39.99,100,37,3.9,8,Licensed,SpongeBob SquarePants,,,2009,5704.788,0.6,425,3
4899-1,Tractor,,6,4,4.3,10,Modern day,City,Farm,,2009,,,28,1
5642-1,Tipper Truck,,,6,4,1,Modern day,City,Construction,,2009,,,27,1
5969-1,Squidman Escape,5.99,9,5,4.5,51,Action/Adventure,Space,Space Police 3,,2009,791.292,0.07,42,2
5970-1,Freeze Ray Frenzy,9.99,13,9,4.5,42,Action/Adventure,Space,Space Police 3,,2009,1773.216,0.14,80,2
5971-1,Gold Heist,19.99,50,17,3.4,24,Action/Adventure,Space,Space Police 3,,2009,4728.576,0.41,205,2
5972-1,Container Heist,29.99,40,16,4.3,16,Action/Adventure,Space,Space Police 3,,2009,9407.896,0.62,282,2
5973-1,Hyperspeed Pursuit,49.99,60,28,4.7,13,Action/Adventure,Space,Space Police 3,,2009,11877.84,0.84,456,3
5974-1,Galactic Enforcer,99.99,118,80,4.8,13,Action/Adventure,Space,Space Police 3,,2009,19139.652,1.68,825,7
5979-1,Max Security Transport,39.99,113,55,3.9,10,Action/Adventure,Space,Space Police 3,,2009,,,330,3
5980-1,Squidman's Pitstop,49.99,51,32,4.5,4,Action/Adventure,Space,Space Police 3,,2009,,,389,4
6239-1,Cannon Battle,5.99,18,8,4.5,45,Historical,Pirates,,,2009,791.292,0.07,45,2
6240-1,Kraken Attackin',9.99,22,10,4.3,27,Historical,Pirates,,,2009,1773.216,0.16,78,2
6241-1,Loot Island,19.99,41,18,4.3,25,Historical,Pirates,,,2009,4728.576,0.35,142,3
6243-1,Brickbeard's Bounty,99.99,217,132,4.5,21,Historical,Pirates,,,2009,19139.652,1.6,592,8
6253-1,Shipwreck Hideout,39.99,69,63,4.8,19,Historical,Pirates,,,2009,,,310,6
6299-1,Pirates Advent Calendar,,52,35,5,5,Historical,Pirates,Seasonal,,2009,,,148,8
6741-1,Mini Jet,5.99,9,3,4.4,8,Model making,Creator,,,2009,705.024,0.11,63,0
6742-1,Mini Off-Roader,5.99,10,3,4.3,6,Model making,Creator,,,2009,705.024,0.11,64,0
6743-1,Street Speeder,12.99,17,5,4.1,8,Model making,Creator,,,2009,2253.462,0.28,165,0
6745-1,Propeller Power,19.99,30,8,4.3,6,Model making,Creator,,,2009,4728.576,0.49,247,0
6747-1,Race Rider,19.99,31,11,5,2,Model making,Creator,,,2009,4728.576,0.62,266,0
6751-1,Fiery Legend,39.99,37,33,5,1,Model making,Creator,,,2009,8256.96,0.94,479,0
6752-1,Fire Rescue,59.99,75,38,4.5,2,Model making,Creator,,,2009,11877.84,1.46,771,0
6753-1,Highway Transport,89.99,149,79,4.8,9,Model making,Creator,,,2009,19139.652,2.46,1294,0
6754-1,Family Home,59.99,115,65,4.9,12,Model making,Creator,,,2009,12882.24,1.9,976,0
7078-1,King's Battle Chariot,19.99,51,33,4.3,13,Historical,Castle,Fantasy Era,,2009,3989.226,0.29,103,4
7079-1,Drawbridge Defense,39.99,91,82,4.7,14,Historical,Castle,Fantasy Era,,2009,10016.64,0.78,335,7
7097-1,Trolls' Mountain Fortress,99.99,181,144,4.2,9,Historical,Castle,Fantasy Era,,2009,22659.588,1.91,844,10
7195-1,Ambush In Cairo,10.99,48,26,4.7,37,Licensed,Indiana Jones,Raiders of the Lost Ark,,2009,1238.826,0.11,79,4
7196-1,Chauchilla Cemetery Battle,19.99,58,31,4.1,19,Licensed,Indiana Jones,Kingdom of the Crystal Skull,,2009,3989.226,0.34,187,5
7197-1,Venice Canal Chase,39.99,65,41,4.7,15,Licensed,Indiana Jones,Last Crusade,,2009,7105.964,0.65,420,4
7198-1,Fighter Plane Attack,49.99,110,58,4.3,8,Licensed,Indiana Jones,Last Crusade,,2009,8256.96,0.79,384,3
7199-1,The Temple of Doom,89.99,231,117,4.4,12,Licensed,Indiana Jones,Temple of Doom,,2009,17055.36,1.46,652,6
7630-1,Front-End Loader,12.99,28,12,4.5,15,Modern day,City,Construction,,2009,2253.462,0.2,108,1
7631-1,Dump Truck,19.99,49,14,4.5,11,Modern day,City,Construction,,2009,3989.226,0.4,189,1
7632-1,Crawler Crane,59.99,104,59,4.4,9,Modern day,City,Construction,,2009,17055.36,1.13,481,2
7633-1,Construction Site,99.99,208,89,4.8,9,Modern day,City,Construction,,2009,19139.652,1.89,898,5
7634-1,Tractor,12.99,35,14,4.8,16,Modern day,City,Farm,,2009,,,78,1
7635-1,4WD with Horse Trailer,17.48,39,19,4.4,15,Modern day,City,Farm,,2009,,,176,2
7636-1,Combine Harvester,44.99,175,71,4.1,9,Modern day,City,Farm,,2009,,,360,1
7637-1,Farm,89.99,170,109,4.3,10,Modern day,City,Farm,,2009,,,609,3
7638-1,Tow Truck,12.99,22,9,4.2,13,Modern day,City,Traffic,,2009,1773.216,0.21,129,1
7639-1,Camper,16.99,36,12,4.7,43,Modern day,City,Traffic,,2009,3052.562,0.32,165,2
7641-1,City Corner,59.99,85,38,4.7,20,Modern day,City,Town,,2009,13857.48,1.04,483,5
7642-1,Garage,99.99,178,86,4.4,13,Modern day,City,Traffic,,2009,22659.588,1.88,953,4
7643-1,Air-Show Plane,,28,11,4,4,Modern day,City,Airport,,2009,,,115,2
7682-1,Shanghai Chase,29.99,105,53,4.6,31,Licensed,Indiana Jones,Temple of Doom,,2009,5704.788,0.47,244,5
7683-1,Fight on the Flying Wing,49.99,159,89,4.3,18,Licensed,Indiana Jones,Raiders of the Lost Ark,,2009,10016.64,0.82,376,4
7685-1,Dozer,39.99,54,26,4.3,16,Modern day,City,Construction,,2009,10016.64,0.82,352,1
7686-1,Helicopter Transporter,39.99,66,23,4.4,7,Modern day,City,Traffic,,2009,10016.64,0.71,377,3
7687-1,City Advent Calendar,29.99,18,13,4.6,11,Modern day,City,Seasonal,,2009,7105.964,0.4,257,9
7746-1,Single-Drum Roller,29.99,51,30,4.3,7,Modern day,City,Construction,,2009,,,208,2
7747-1,Wind Turbine Transport,59.99,144,89,4.2,11,Modern day,City,Town,,2009,,,444,2
7748-1,Corporate Alliance Tank Droid,24.99,42,22,4.1,37,Licensed,Star Wars,The Clone Wars,,2009,3398.664,0.31,216,4
7749-1,Echo Base,24.99,41,24,4.2,57,Licensed,Star Wars,Episode V,,2009,4728.576,0.34,155,5
7751-1,Ahsoka's Starfighter and Vulture Droid,39.99,127,66,4.2,14,Licensed,Star Wars,The Clone Wars,,2009,,,291,4
7752-1,Count Dooku's Solar Sailer,54.99,86,45,3.9,21,Licensed,Star Wars,The Clone Wars,,2009,,,385,4
7753-1,Pirate Tank,39.99,59,34,4.4,11,Licensed,Star Wars,The Clone Wars,,2009,,,372,3
7754-1,Home One Mon Calamari Star Cruiser,109.99,108,100,4.6,14,Licensed,Star Wars,Episode VI,,2009,,,789,6
7778-1,Midi-scale Millennium Falcon,39.99,104,45,4.3,17,Licensed,Star Wars,Episode IV,,2009,,,356,0
7800-1,Off Road Racer,,4,1,5,1,Racing,Racers,Tiny Turbos,,2009,,,28,0
7801-1,Rally Racer,,3,3,4,1,Racing,Racers,Tiny Turbos,,2009,,,42,0
7802-1,Le Mans Racer,2.99,4,5,4,1,Racing,Racers,Tiny Turbos,,2009,,,29,0
7803-1,Jeep,,3,1,4,3,Model making,Creator,,,2009,,,38,0
7804-1,Lizard,,4,2,3.5,2,Model making,Creator,,,2009,,,33,0
7805-1,Shark,,6,3,3.3,3,Model making,Creator,,,2009,,,44,0
7806-1,Truck,,,,,,Model making,Creator,,,2009,,,,0
7807-1,Airliner,,,,,,Model making,Creator,,,2009,,,,0
7808-1,Yellow Airplane,,2,2,4,1,Model making,Creator,,,2009,,,34,0
8014-1,Clone Walker Battle Pack,11.99,38,22,4.6,84,Licensed,Star Wars,The Clone Wars,,2009,1238.826,0.11,72,4
8015-1,Assassin Droids Battle Pack,11.99,16,7,4.1,35,Licensed,Star Wars,The Clone Wars,,2009,1238.826,0.1,94,5
8016-1,Hyena Droid Bomber,19.99,47,16,4.1,35,Licensed,Star Wars,The Clone Wars,,2009,4728.576,0.41,232,3
8017-1,Darth Vader's TIE Fighter,29.99,113,37,4.2,49,Licensed,Star Wars,Episode IV,,2009,7105.964,0.55,251,1
8018-1,Armored Assault Tank (AAT),49.99,140,50,4.6,49,Licensed,Star Wars,The Clone Wars,,2009,8256.96,0.79,407,7
8019-1,Republic Attack Shuttle,59.99,113,51,4.5,35,Licensed,Star Wars,The Clone Wars,,2009,11877.84,1.12,636,3
8033-1,General Grievous' Starfighter,3.99,5,3,4.3,7,Licensed,Star Wars,The Clone Wars,,2009,,,44,0
8036-1,Separatist Shuttle,29.99,46,27,4.4,26,Licensed,Star Wars,The Clone Wars,,2009,5704.788,0.47,259,5
8037-1,Anakin's Y-wing Starfighter,59.99,119,54,4.7,23,Licensed,Star Wars,The Clone Wars,,2009,11877.84,0.96,570,3
8038-1,The Battle of Endor,99.99,191,110,4.8,36,Licensed,Star Wars,Episode VI,,2009,19139.652,1.54,890,12
8039-1,Venator-Class Republic Attack Cruiser,119.99,304,180,4.5,21,Licensed,Star Wars,The Clone Wars,,2009,19139.652,1.95,1170,5
8063-1,Tractor with Trailer,99.99,140,154,4.2,5,Technical,Technic,,,2009,,,1100,0
8119-1,Thunder Racer,4.99,11,4,5,2,Racing,Racers,Tiny Turbos,,2009,719.712,0.1,48,0
8120-1,Rally Sprinter,4.99,6,3,4.5,2,Racing,Racers,Tiny Turbos,,2009,719.712,0.09,47,0
8121-1,Track Marshall,4.99,13,3,3.5,2,Racing,Racers,Tiny Turbos,,2009,719.712,0.09,48,0
8122-1,Desert Viper,4.99,11,1,3,1,Racing,Racers,Tiny Turbos,,2009,719.712,0.09,41,0
8123-1,Ferrari F1 Racers,14.99,30,10,3,2,Racing,Racers,Tiny Turbos,,2009,,,139,0
8124-1,Ice Rally,14.99,20,7,5,1,Racing,Racers,Tiny Turbos,,2009,2703.96,0.29,170,0
8125-1,Thunder Raceway,14.99,18,6,,,Racing,Racers,Tiny Turbos,,2009,2703.96,0.29,160,0
8126-1,Desert Challenge,14.99,16,8,3,1,Racing,Racers,Tiny Turbos,,2009,2703.96,0.3,144,0
8162-1,Race Rig,12.99,22,5,,,Racing,Racers,Power Racers,,2009,2253.462,0.22,104,0
8163-1,Blue Sprinter,12.99,20,9,5,1,Racing,Racers,Power Racers,,2009,2253.462,0.22,110,0
8164-1,Extreme Wheelie,12.99,8,5,4,1,Racing,Racers,Power Racers,,2009,2253.462,0.19,87,0
8165-1,Monster Jumper,12.99,10,5,4,1,Racing,Racers,Power Racers,,2009,2253.462,0.22,91,0
8166-1,Wing Jumper,19.99,28,14,,,Racing,Racers,Power Racers,,2009,4728.576,0.47,203,0
8167-1,Jump Riders,19.99,24,14,,,Racing,Racers,Power Racers,,2009,4728.576,0.47,209,0
8168-1,Ferrari Victory,19.99,72,40,3.5,4,Racing,Racers,Ferrari,,2009,4728.576,0.38,202,3
10287-1,Intelligent NXT Brick (Black),169.99,99,230,,,Technical,Mindstorms,NXT,,2009,,,1,0
20007-1,Republic Attack Cruiser,,30,15,4.5,6,Licensed,Star Wars,The Clone Wars,,2009,,,84,0
20008-1,BrickMaster - Creator,,8,5,5,1,Model making,Creator,,,2009,,,79,0
20009-1,AT-TE Walker,,21,12,5,3,Licensed,Star Wars,The Clone Wars,,2009,,,94,0
20010-1,Republic Gunship,,29,16,4.8,4,Licensed,Star Wars,The Clone Wars,,2009,,,99,0
20011-1,BrickMaster - Creator,,13,7,5,3,Model making,Creator,,,2009,,,74,0
20012-1,BrickMaster - Bionicle,,7,7,4.2,10,Constraction,Bionicle,,,2009,,,33,0
21002-1,Empire State Building,19.99,49,20,3.8,9,Model making,Architecture,Landmark Series,,2009,,0.19,77,0
21003-1,Seattle Space Needle,19.99,64,24,3.8,5,Model making,Architecture,Landmark Series,,2009,,,57,0
21004-1,Solomon Guggenheim Museum,39.99,117,34,3.7,3,Model making,Architecture,Architect Series,,2009,,,208,0
21005-1,Fallingwater,99.99,276,151,4.8,8,Model making,Architecture,Architect Series,,2009,,,811,0
30000-1,Medic's Car,,4,3,3.3,4,Modern day,City,Medical,,2009,,,32,1
30001-1,Fireman's Car,,4,4,4.7,3,Modern day,City,Fire,,2009,,,38,1
30002-1,Police Boat,2.99,4,3,4.7,3,Modern day,City,Police,,2009,,,30,1
30003-1,Road Roller,,7,5,5,2,Modern day,City,Construction,,2009,,,31,1
30004-1,Battle Droid on STAP,,8,4,4.2,5,Licensed,Star Wars,The Clone Wars,,2009,,,28,1
30005-1,Imperial Speeder Bike,3.99,11,7,4.3,9,Licensed,Star Wars,Legends,,2009,,,30,1
30006-1,Clone Walker,,14,6,4.6,10,Licensed,Star Wars,The Clone Wars,,2009,,,30,1
30008-1,Snowman,3.5,7,5,4.3,8,Model making,Creator,Seasonal,,2009,,,44,0
30009-1,Christmas Tree,3.5,7,1,4.5,4,Model making,Creator,Seasonal,,2009,,,47,0
8709-1,Underground Mining Station,79.99,211,110,4.2,5,Action/Adventure,Power Miners,,,2009,,,637,4
8866-1,Train Motor,10.99,15,11,2.5,2,Technical,Power Functions,Trains,,2009,,,7,0
8867-1,Flexible Train Tracks,24.99,35,31,5,2,Modern day,City,Trains,,2009,,,64,0
8869-1,Polarity Switch,5.79,8,6,3,2,Technical,Power Functions,Accessories,,2009,,,1,0
8870-1,Light Set,6.49,8,7,5,2,Technical,Power Functions,Accessories,,2009,,0.01,1,0
8871-1,Extension Cable (50cm),3.99,5,5,4,2,Technical,Power Functions,Accessories,,2009,,0.01,1,0
8878-1,Rechargeable Battery Box,49.99,66,50,4,3,Technical,Power Functions,Accessories,,2009,,0.08,1,0
8879-1,IR Speed Remote Control,12.99,16,10,4.5,2,Technical,Power Functions,Accessories,,2009,,0.09,1,0
8887-1,Transformer 10V DC,29.99,28,19,5,3,Technical,Power Functions,Accessories,,2009,,0.13,1,0
8907-1,Rock Hacker,,28,20,4.7,6,Action/Adventure,Power Miners,Promotional,,2009,,,28,1
8908-1,Monster Launcher,,20,,3.8,8,Action/Adventure,Power Miners,Promotional,,2009,,,13,1
8956-1,Stone Chopper,5.99,18,5,4.5,38,Action/Adventure,Power Miners,,,2009,791.292,0.09,31,2
8957-1,Mine Mech,7.99,32,7,4.1,44,Action/Adventure,Power Miners,,,2009,1642.791,0.13,67,2
8958-1,Granite Grinder,9.99,48,8,4.7,39,Action/Adventure,Power Miners,,,2009,2253.462,0.18,94,2
8959-1,Claw Digger,19.99,54,12,4.7,27,Action/Adventure,Power Miners,,,2009,5615.184,0.45,197,2
8960-1,Thunder Driller,29.99,108,24,4.8,38,Action/Adventure,Power Miners,,,2009,9407.896,0.7,235,3
8961-1,Crystal Sweeper,69.99,137,48,4.2,20,Action/Adventure,Power Miners,,,2009,12882.24,1.06,474,4
8962-1,Crystal King,19.99,45,12,4.7,22,Action/Adventure,Power Miners,,,2009,3052.562,0.3,168,2
8963-1,Rock Wrecker,34.99,46,16,4.5,13,Action/Adventure,Power Miners,,,2009,9407.896,0.65,225,2
8964-1,Titanium Command Rig,99.99,168,71,4.6,12,Action/Adventure,Power Miners,,,2009,19139.652,1.75,706,5
8967-1,Gold Tooth's Getaway,9.99,16,7,4.1,20,Action/Adventure,Agents,,,2009,1773.216,0.13,68,2
8968-1,River Heist,19.99,34,11,4.3,11,Action/Adventure,Agents,,,2009,3989.226,0.33,203,3
8969-1,4-Wheeling Pursuit,29.99,36,15,4,9,Action/Adventure,Agents,,,2009,9407.896,0.66,320,2
8970-1,Robo Attack,49.99,65,40,4.8,10,Action/Adventure,Agents,,,2009,12578.328,0.81,414,6
8971-1,Aerial Defence Unit,79.99,96,29,4.8,6,Action/Adventure,Agents,,,2009,17055.36,1.45,733,7
8972-1,Atakus,6.99,25,5,4.3,9,Constraction,Bionicle,Agori,,2009,1242,0.12,13,0
8973-1,Raanu,6.99,15,4,4.7,9,Constraction,Bionicle,Agori,,2009,1242,0.11,14,0
8974-1,Tarduk,6.99,23,5,4.4,8,Constraction,Bionicle,Agori,,2009,1242,0.11,17,0
8975-1,Berix,6.99,23,4,4.6,11,Constraction,Bionicle,Agori,,2009,1242,0.11,15,0
8976-1,Metus,6.99,21,5,4.6,12,Constraction,Bionicle,Agori,,2009,1242,0.11,14,0
8977-1,Zesk,6.99,18,4,4.9,8,Constraction,Bionicle,Agori,,2009,1242,0.11,16,0
8978-1,Skrall,12.99,30,11,4.8,18,Constraction,Bionicle,Glatorian,,2009,2350.6,0.26,50,0
8979-1,Malum,12.99,50,11,4.6,22,Constraction,Bionicle,Glatorian,,2009,2350.6,0.26,59,0
8980-1,Gresh,12.99,45,12,4.5,13,Constraction,Bionicle,Glatorian,,2009,2350.6,0.26,55,0
8981-1,Tarix,12.99,33,14,4.7,7,Constraction,Bionicle,Glatorian,,2009,2350.6,0.26,57,0
8982-1,Strakk,12.99,35,9,4.5,19,Constraction,Bionicle,Glatorian,,2009,2350.6,0.26,46,0
8983-1,Vorox,12.99,54,10,4.9,8,Constraction,Bionicle,Glatorian,,2009,2350.6,0.26,51,0
8984-1,Stronius,12.99,34,9,5,9,Constraction,Bionicle,Glatorian Legends,,2009,2350.6,0.26,55,0
8985-1,Ackar,12.99,40,11,4.6,11,Constraction,Bionicle,Glatorian Legends,,2009,2350.6,0.25,55,0
8986-1,Vastus,12.99,29,11,4.5,6,Constraction,Bionicle,Glatorian Legends,,2009,2350.6,0.25,52,0
8987-1,Kiina,12.99,26,9,4.6,9,Constraction,Bionicle,Glatorian Legends,,2009,2350.6,0.23,43,0
8988-1,Gelu,12.99,35,11,4.5,11,Constraction,Bionicle,Glatorian Legends,,2009,2350.6,0.24,52,0
8989-1,Mata Nui,12.99,43,20,4.8,18,Constraction,Bionicle,Glatorian Legends,,2009,2350.6,0.25,52,0
8990-1,Fero and Skirmix,19.99,50,24,4.7,6,Constraction,Bionicle,Vehicles/Creatures,,2009,,,148,0
8991-1,Tuma,19.99,108,31,4.6,13,Constraction,Bionicle,Warriors,,2009,4728.576,0.41,188,0
8992-1,Cendox V1,19.99,35,21,4.8,4,Constraction,Bionicle,Vehicles/Creatures,,2009,4728.576,0.44,151,0
8993-1,Kaxium V3,29.99,30,26,4.3,4,Constraction,Bionicle,Vehicles/Creatures,,2009,7105.964,0.63,251,0
8994-1,Baranus V7,39.99,75,31,4.7,3,Constraction,Bionicle,Vehicles/Creatures,,2009,8256.96,0.67,263,0
8995-1,Thornatus V9,59.99,63,38,4.8,5,Constraction,Bionicle,Vehicles/Creatures,,2009,17055.36,1.34,438,0
8996-1,Skopio XV-1,89.99,250,138,4.7,6,Constraction,Bionicle,Vehicles/Creatures,,2009,19139.652,1.59,849,0
8998-1,Toa Mata Nui,49.99,437,158,4.8,6,Constraction,Bionicle,Warriors,,2009,,,366,0
9749-1,NXT Temperature Sensor,,35,42,,,Technical,Mindstorms,NXT,,2009,,,1,0
10193-1,Medieval Market Village,99.99,208,173,4.8,28,Historical,Castle,,,2009,,,1601,8
10194-1,Emerald Night,99.99,438,352,4.6,23,Model making,Creator Expert,Trains,,2009,,,1085,3
10195-1,Republic Dropship with AT-OT Walker,249.99,635,483,4.8,19,Licensed,Star Wars,The Clone Wars,,2009,,,1758,8
10196-1,Grand Carousel,249.99,1724,862,4.5,11,Model making,Creator Expert,Fairground,,2009,,,3263,9
10197-1,Fire Brigade,149.99,331,294,5,19,Model making,Creator Expert,Modular Buildings,,2009,,,2231,4
10198-1,Tantive IV,149.99,323,241,4.6,13,Licensed,Star Wars,Episode IV,,2009,,,1408,5
10199-1,Winter Village Toy Shop,59.99,108,89,4.5,11,Model making,Creator Expert,Winter Village,,2009,,,815,7
2824-1,City Advent Calendar,34.99,26,22,4.1,8,Modern day,City,Seasonal,,2010,7105.964,0.43,271,6
3177-1,Small Car,4.99,12,4,4.5,94,Modern day,City,Traffic,,2010,643.916,0.06,43,1
3178-1,Seaplane,10.99,13,5,4.6,24,Modern day,City,Airport,,2010,1642.791,0.18,102,1
3179-1,Repair Truck,12.99,23,10,4.5,26,Modern day,City,Traffic,,2010,2253.462,0.21,118,1
3180-1,Tank Truck,19.99,70,20,4.4,23,Modern day,City,Traffic,,2010,6152.874,0.49,222,1
3181-1,Passenger Plane,39.99,102,32,4.1,20,Modern day,City,Airport,,2010,10016.64,0.76,309,3
3182-1,Airport,99.99,216,86,4.7,16,Modern day,City,Airport,,2010,22659.588,1.96,703,5
3221-1,LEGO City Truck,34.99,105,37,4.6,32,Modern day,City,Traffic,,2010,8256.96,0.68,278,2
3222-1,Helicopter and Limousine,29.99,76,31,4.6,18,Modern day,City,Airport,,2010,,,267,4
4736-1,Freeing Dobby,10.99,30,18,4.1,27,Licensed,Harry Potter,Chamber of Secrets,,2010,1238.826,0.14,73,3
4737-1,Quidditch Match,19.99,70,36,4.2,15,Licensed,Harry Potter,General,,2010,3989.226,0.3,153,5
4738-1,Hagrid's Hut,39.99,151,59,4.8,17,Licensed,Harry Potter,General,,2010,8256.96,0.81,442,4
4840-1,The Burrow,59.99,233,136,4.7,13,Licensed,Harry Potter,Half-Blood Prince,,2010,9500.652,1.03,568,6
4841-1,Hogwarts Express,79.99,223,117,4.8,8,Licensed,Harry Potter,General,,2010,11877.84,1.22,646,5
4842-1,Hogwarts Castle,129.99,307,179,4.9,19,Licensed,Harry Potter,General,,2010,19139.652,2.14,1290,11
5864-1,Mini Helicopter,5.99,8,4,4,5,Model making,Creator,,,2010,705.024,0.1,52,0
5865-1,Mini Dumper,5.99,7,3,4.8,5,Model making,Creator,,,2010,705.024,0.1,60,0
5866-1,Rotor Rescue,12.99,17,5,3.3,7,Model making,Creator,,,2010,1773.216,0.25,149,0
5867-1,Super Speedster,19.99,37,18,4.5,6,Model making,Creator,,,2010,4728.576,0.53,278,0
5868-1,Ferocious Creatures,29.99,65,30,5,2,Model making,Creator,,,2010,7105.964,0.77,416,0
5891-1,Apple Tree House,44.99,69,44,4.4,18,Model making,Creator,,,2010,10016.64,1.27,539,0
5892-1,Sonic Boom,59.99,98,35,5,5,Model making,Creator,,,2010,12882.24,1.3,539,0
5893-1,Off-Road Power,89.99,75,53,4.8,5,Model making,Creator,,,2010,19139.652,1.93,1061,0
5981-1,Raid VPR,9.99,27,10,4.7,24,Action/Adventure,Space,Space Police 3,,2010,1238.826,0.12,69,2
